airport_name,city,state,state_code,faa_code,iata_code,type,slug,hub_page_url,accident_base_url
Green Bay Austin Straubel International Airport,Green Bay,Wisconsin,WI,KGRB,GRB,small_hub,green-bay-austin-straubel-international,https://airportaccidents.com/green-bay-austin-straubel-international/,https://airportaccidents.com/green-bay-austin-straubel-international/
Appleton International Airport,Appleton,Wisconsin,WI,KATW,ATW,small_hub,appleton-international,https://airportaccidents.com/appleton-international/,https://airportaccidents.com/appleton-international/
Springfield-Branson National Airport,Springfield,Missouri,MO,KSGF,SGF,small_hub,springfield-branson-national,https://airportaccidents.com/springfield-branson-national/,https://airportaccidents.com/springfield-branson-national/
Baton Rouge Metropolitan Airport,Baton Rouge,Louisiana,LA,KBTR,BTR,small_hub,baton-rouge-metropolitan,https://airportaccidents.com/baton-rouge-metropolitan/,https://airportaccidents.com/baton-rouge-metropolitan/
Lafayette Regional Airport,Lafayette,Louisiana,LA,KLFT,LFT,small_hub,lafayette-regional,https://airportaccidents.com/lafayette-regional/,https://airportaccidents.com/lafayette-regional/
Lehigh Valley International Airport,Allentown,Pennsylvania,PA,KABE,ABE,small_hub,lehigh-valley-international,https://airportaccidents.com/lehigh-valley-international/,https://airportaccidents.com/lehigh-valley-international/
Harrisburg International Airport,Harrisburg,Pennsylvania,PA,KMDT,MDT,small_hub,harrisburg-international,https://airportaccidents.com/harrisburg-international/,https://airportaccidents.com/harrisburg-international/
Redding Municipal Airport,Redding,California,CA,KRDD,RDD,non_hub,redding-municipal,https://airportaccidents.com/redding-municipal/,https://airportaccidents.com/redding-municipal/
Chico Municipal Airport,Chico,California,CA,KCIC,CIC,non_hub,chico-municipal,https://airportaccidents.com/chico-municipal/,https://airportaccidents.com/chico-municipal/
Stockton Metropolitan Airport,Stockton,California,CA,KSCK,SCK,non_hub,stockton-metropolitan,https://airportaccidents.com/stockton-metropolitan/,https://airportaccidents.com/stockton-metropolitan/
Modesto City-County Airport,Modesto,California,CA,KMOD,MOD,non_hub,modesto-city-county,https://airportaccidents.com/modesto-city-county/,https://airportaccidents.com/modesto-city-county/
Bakersfield Meadows Field Airport,Bakersfield,California,CA,KBFL,BFL,non_hub,bakersfield-meadows-field,https://airportaccidents.com/bakersfield-meadows-field/,https://airportaccidents.com/bakersfield-meadows-field/
San Luis Obispo County Regional Airport,San Luis Obispo,California,CA,KSBP,SBP,non_hub,san-luis-obispo-county-regional,https://airportaccidents.com/san-luis-obispo-county-regional/,https://airportaccidents.com/san-luis-obispo-county-regional/
Visalia Municipal Airport,Visalia,California,CA,KVIS,VIS,non_hub,visalia-municipal,https://airportaccidents.com/visalia-municipal/,https://airportaccidents.com/visalia-municipal/
Crescent City Del Norte County Airport,Crescent City,California,CA,KCEC,CEC,non_hub,crescent-city-del-norte-county,https://airportaccidents.com/crescent-city-del-norte-county/,https://airportaccidents.com/crescent-city-del-norte-county/
Arcata-Eureka Airport,Arcata,California,CA,KARC,ACV,non_hub,arcata-eureka,https://airportaccidents.com/arcata-eureka/,https://airportaccidents.com/arcata-eureka/
Santa Rosa Sonoma County Airport,Santa Rosa,California,CA,KSTS,STS,non_hub,santa-rosa-sonoma-county,https://airportaccidents.com/santa-rosa-sonoma-county/,https://airportaccidents.com/santa-rosa-sonoma-county/
Napa County Airport,Napa,California,CA,KAPC,APC,non_hub,napa-county,https://airportaccidents.com/napa-county/,https://airportaccidents.com/napa-county/
Camarillo Airport,Camarillo,California,CA,KCMA,CMA,non_hub,camarillo,https://airportaccidents.com/camarillo/,https://airportaccidents.com/camarillo/
El Centro Regional Medical Center Airport,El Centro,California,CA,KECN,ECN,non_hub,el-centro,https://airportaccidents.com/el-centro/,https://airportaccidents.com/el-centro/
Imperial County Airport,Imperial,California,CA,KIPL,IPL,non_hub,imperial-county,https://airportaccidents.com/imperial-county/,https://airportaccidents.com/imperial-county/
Apple Valley Airport,Apple Valley,California,CA,KAPV,APV,non_hub,apple-valley,https://airportaccidents.com/apple-valley/,https://airportaccidents.com/apple-valley/
Waco Regional Airport,Waco,Texas,TX,KACT,ACT,non_hub,waco-regional,https://airportaccidents.com/waco-regional/,https://airportaccidents.com/waco-regional/
Tyler Pounds Regional Airport,Tyler,Texas,TX,KTYR,TYR,non_hub,tyler-pounds-regional,https://airportaccidents.com/tyler-pounds-regional/,https://airportaccidents.com/tyler-pounds-regional/
Beaumont Municipal Airport,Beaumont,Texas,TX,KBPT,BPT,non_hub,beaumont-municipal,https://airportaccidents.com/beaumont-municipal/,https://airportaccidents.com/beaumont-municipal/
Killeen-Fort Hood Regional Airport,Killeen,Texas,TX,KGRK,GRK,non_hub,killeen-fort-hood-regional,https://airportaccidents.com/killeen-fort-hood-regional/,https://airportaccidents.com/killeen-fort-hood-regional/
Laredo International Airport,Laredo,Texas,TX,KLRD,LRD,non_hub,laredo-international,https://airportaccidents.com/laredo-international/,https://airportaccidents.com/laredo-international/
Del Rio International Airport,Del Rio,Texas,TX,KDRT,DRT,non_hub,del-rio-international,https://airportaccidents.com/del-rio-international/,https://airportaccidents.com/del-rio-international/
San Angelo Regional Airport,San Angelo,Texas,TX,KSJT,SJT,non_hub,san-angelo-regional,https://airportaccidents.com/san-angelo-regional/,https://airportaccidents.com/san-angelo-regional/
Longview East Texas Regional Airport,Longview,Texas,TX,KGGG,GGG,non_hub,longview-east-texas-regional,https://airportaccidents.com/longview-east-texas-regional/,https://airportaccidents.com/longview-east-texas-regional/
College Station Easterwood Airport,College Station,Texas,TX,KCLL,CLL,non_hub,college-station-easterwood,https://airportaccidents.com/college-station-easterwood/,https://airportaccidents.com/college-station-easterwood/
Texarkana Regional Airport,Texarkana,Texas,TX,KTXK,TXK,non_hub,texarkana-regional,https://airportaccidents.com/texarkana-regional/,https://airportaccidents.com/texarkana-regional/
Victoria Regional Airport,Victoria,Texas,TX,KVCT,VCT,non_hub,victoria-regional,https://airportaccidents.com/victoria-regional/,https://airportaccidents.com/victoria-regional/
Brownsville South Padre Island International Airport,Brownsville,Texas,TX,KBRO,BRO,non_hub,brownsville-south-padre-island-international,https://airportaccidents.com/brownsville-south-padre-island-international/,https://airportaccidents.com/brownsville-south-padre-island-international/
Gainesville Regional Airport,Gainesville,Florida,FL,KGNV,GNV,non_hub,gainesville-regional,https://airportaccidents.com/gainesville-regional/,https://airportaccidents.com/gainesville-regional/
Key West International Airport,Key West,Florida,FL,KEYW,EYW,non_hub,key-west-international,https://airportaccidents.com/key-west-international/,https://airportaccidents.com/key-west-international/
Punta Gorda Airport,Punta Gorda,Florida,FL,KPGD,PGD,non_hub,punta-gorda,https://airportaccidents.com/punta-gorda/,https://airportaccidents.com/punta-gorda/
Ocala International Airport,Ocala,Florida,FL,KOCF,OCF,non_hub,ocala-international,https://airportaccidents.com/ocala-international/,https://airportaccidents.com/ocala-international/
Panama City Northwest Florida Beaches International Airport,Panama City,Florida,FL,KECP,ECP,non_hub,panama-city-northwest-florida-beaches-international,https://airportaccidents.com/panama-city-northwest-florida-beaches-international/,https://airportaccidents.com/panama-city-northwest-florida-beaches-international/
Destin-Fort Walton Beach Airport,Destin,Florida,FL,KDTS,DTS,non_hub,destin-fort-walton-beach,https://airportaccidents.com/destin-fort-walton-beach/,https://airportaccidents.com/destin-fort-walton-beach/
Melbourne Orlando International Airport,Melbourne,Florida,FL,KMLB,MLB,non_hub,melbourne-orlando-international,https://airportaccidents.com/melbourne-orlando-international/,https://airportaccidents.com/melbourne-orlando-international/
St. Pete-Clearwater International Airport,St. Petersburg,Florida,FL,KPIE,PIE,non_hub,st-pete-clearwater-international,https://airportaccidents.com/st-pete-clearwater-international/,https://airportaccidents.com/st-pete-clearwater-international/
Lakeland Linder International Airport,Lakeland,Florida,FL,KLAL,LAL,non_hub,lakeland-linder-international,https://airportaccidents.com/lakeland-linder-international/,https://airportaccidents.com/lakeland-linder-international/
Vero Beach Regional Airport,Vero Beach,Florida,FL,KVRB,VRB,non_hub,vero-beach-regional,https://airportaccidents.com/vero-beach-regional/,https://airportaccidents.com/vero-beach-regional/
Tallahassee Regional Airport,Tallahassee,Florida,FL,KTLH,TLH,non_hub,tallahassee-regional,https://airportaccidents.com/tallahassee-regional/,https://airportaccidents.com/tallahassee-regional/
Fort Pierce St. Lucie County International Airport,Fort Pierce,Florida,FL,KFPR,FPR,non_hub,fort-pierce-st-lucie-county-international,https://airportaccidents.com/fort-pierce-st-lucie-county-international/,https://airportaccidents.com/fort-pierce-st-lucie-county-international/
Naples Municipal Airport,Naples,Florida,FL,KAPF,APF,non_hub,naples-municipal,https://airportaccidents.com/naples-municipal/,https://airportaccidents.com/naples-municipal/
Marathon Airport,Marathon,Florida,FL,KMTH,MTH,non_hub,marathon,https://airportaccidents.com/marathon/,https://airportaccidents.com/marathon/
Kissimmee Gateway Airport,Kissimmee,Florida,FL,KISM,ISM,non_hub,kissimmee-gateway,https://airportaccidents.com/kissimmee-gateway/,https://airportaccidents.com/kissimmee-gateway/
Augusta Regional Airport,Augusta,Georgia,GA,KAGS,AGS,non_hub,augusta-regional,https://airportaccidents.com/augusta-regional/,https://airportaccidents.com/augusta-regional/
Valdosta Regional Airport,Valdosta,Georgia,GA,KVLD,VLD,non_hub,valdosta-regional,https://airportaccidents.com/valdosta-regional/,https://airportaccidents.com/valdosta-regional/
Athens Ben Epps Airport,Athens,Georgia,GA,KAHN,AHN,non_hub,athens-ben-epps,https://airportaccidents.com/athens-ben-epps/,https://airportaccidents.com/athens-ben-epps/
Brunswick Golden Isles Airport,Brunswick,Georgia,GA,KBQK,BQK,non_hub,brunswick-golden-isles,https://airportaccidents.com/brunswick-golden-isles/,https://airportaccidents.com/brunswick-golden-isles/
Columbus Airport,Columbus,Georgia,GA,KCSG,CSG,non_hub,columbus-georgia,https://airportaccidents.com/columbus-georgia/,https://airportaccidents.com/columbus-georgia/
Rome Richard B. Russell Regional Airport,Rome,Georgia,GA,KRMG,RMG,non_hub,rome-richard-b-russell-regional,https://airportaccidents.com/rome-richard-b-russell-regional/,https://airportaccidents.com/rome-richard-b-russell-regional/
Gainesville Lee Gilmer Memorial Airport,Gainesville,Georgia,GA,KGVL,GVL,non_hub,gainesville-lee-gilmer-memorial,https://airportaccidents.com/gainesville-lee-gilmer-memorial/,https://airportaccidents.com/gainesville-lee-gilmer-memorial/
Dothan Regional Airport,Dothan,Alabama,AL,KDHN,DHN,non_hub,dothan-regional,https://airportaccidents.com/dothan-regional/,https://airportaccidents.com/dothan-regional/
Montgomery Regional Airport,Montgomery,Alabama,AL,KMGM,MGM,non_hub,montgomery-regional,https://airportaccidents.com/montgomery-regional/,https://airportaccidents.com/montgomery-regional/
Muscle Shoals Northwest Alabama Regional Airport,Muscle Shoals,Alabama,AL,KMSL,MSL,non_hub,muscle-shoals-northwest-alabama-regional,https://airportaccidents.com/muscle-shoals-northwest-alabama-regional/,https://airportaccidents.com/muscle-shoals-northwest-alabama-regional/
Anniston Regional Airport,Anniston,Alabama,AL,KANB,ANB,non_hub,anniston-regional,https://airportaccidents.com/anniston-regional/,https://airportaccidents.com/anniston-regional/
Tupelo Regional Airport,Tupelo,Mississippi,MS,KTUP,TUP,non_hub,tupelo-regional,https://airportaccidents.com/tupelo-regional/,https://airportaccidents.com/tupelo-regional/
Meridian Regional Airport,Meridian,Mississippi,MS,KMEI,MEI,non_hub,meridian-regional,https://airportaccidents.com/meridian-regional/,https://airportaccidents.com/meridian-regional/
Hattiesburg-Laurel Regional Airport,Hattiesburg,Mississippi,MS,KPIB,PIB,non_hub,hattiesburg-laurel-regional,https://airportaccidents.com/hattiesburg-laurel-regional/,https://airportaccidents.com/hattiesburg-laurel-regional/
Florence Regional Airport,Florence,South Carolina,SC,KFLO,FLO,non_hub,florence-regional,https://airportaccidents.com/florence-regional/,https://airportaccidents.com/florence-regional/
Hilton Head Airport,Hilton Head Island,South Carolina,SC,KHXD,HXD,non_hub,hilton-head,https://airportaccidents.com/hilton-head/,https://airportaccidents.com/hilton-head/
Columbia Metropolitan Airport,Columbia,South Carolina,SC,KCAE,CAE,non_hub,columbia-metropolitan,https://airportaccidents.com/columbia-metropolitan/,https://airportaccidents.com/columbia-metropolitan/
Concord-Padgett Regional Airport,Concord,North Carolina,NC,KJQF,JQF,non_hub,concord-padgett-regional,https://airportaccidents.com/concord-padgett-regional/,https://airportaccidents.com/concord-padgett-regional/
Fayetteville Regional Airport,Fayetteville,North Carolina,NC,KFAY,FAY,non_hub,fayetteville-regional,https://airportaccidents.com/fayetteville-regional/,https://airportaccidents.com/fayetteville-regional/
Jacksonville Albert J. Ellis Airport,Jacksonville,North Carolina,NC,KOAJ,OAJ,non_hub,jacksonville-albert-j-ellis,https://airportaccidents.com/jacksonville-albert-j-ellis/,https://airportaccidents.com/jacksonville-albert-j-ellis/
New Bern Coastal Carolina Regional Airport,New Bern,North Carolina,NC,KEWN,EWN,non_hub,new-bern-coastal-carolina-regional,https://airportaccidents.com/new-bern-coastal-carolina-regional/,https://airportaccidents.com/new-bern-coastal-carolina-regional/
Pitt-Greenville Airport,Greenville,North Carolina,NC,KPGV,PGV,non_hub,pitt-greenville,https://airportaccidents.com/pitt-greenville/,https://airportaccidents.com/pitt-greenville/
Kinston Regional Jetport,Kinston,North Carolina,NC,KISO,ISO,non_hub,kinston-regional-jetport,https://airportaccidents.com/kinston-regional-jetport/,https://airportaccidents.com/kinston-regional-jetport/
Tri-Cities Regional Airport,Kingsport,Tennessee,TN,KTRI,TRI,non_hub,tri-cities-regional,https://airportaccidents.com/tri-cities-regional/,https://airportaccidents.com/tri-cities-regional/
Jackson McKellar-Sipes Regional Airport,Jackson,Tennessee,TN,KMKL,MKL,non_hub,jackson-mckellar-sipes-regional,https://airportaccidents.com/jackson-mckellar-sipes-regional/,https://airportaccidents.com/jackson-mckellar-sipes-regional/
Dyersburg Regional Airport,Dyersburg,Tennessee,TN,KDYR,DYR,non_hub,dyersburg-regional,https://airportaccidents.com/dyersburg-regional/,https://airportaccidents.com/dyersburg-regional/
Shreveport Regional Airport,Shreveport,Louisiana,LA,KSHV,SHV,non_hub,shreveport-regional,https://airportaccidents.com/shreveport-regional/,https://airportaccidents.com/shreveport-regional/
Monroe Regional Airport,Monroe,Louisiana,LA,KMLU,MLU,non_hub,monroe-regional,https://airportaccidents.com/monroe-regional/,https://airportaccidents.com/monroe-regional/
Lake Charles Regional Airport,Lake Charles,Louisiana,LA,KLCH,LCH,non_hub,lake-charles-regional,https://airportaccidents.com/lake-charles-regional/,https://airportaccidents.com/lake-charles-regional/
Alexandria International Airport,Alexandria,Louisiana,LA,KAEX,AEX,non_hub,alexandria-international,https://airportaccidents.com/alexandria-international/,https://airportaccidents.com/alexandria-international/
Hot Springs Memorial Field Airport,Hot Springs,Arkansas,AR,KHOT,HOT,non_hub,hot-springs-memorial-field,https://airportaccidents.com/hot-springs-memorial-field/,https://airportaccidents.com/hot-springs-memorial-field/
Fort Smith Regional Airport,Fort Smith,Arkansas,AR,KFSM,FSM,non_hub,fort-smith-regional,https://airportaccidents.com/fort-smith-regional/,https://airportaccidents.com/fort-smith-regional/
Jonesboro Municipal Airport,Jonesboro,Arkansas,AR,KJBR,JBR,non_hub,jonesboro-municipal,https://airportaccidents.com/jonesboro-municipal/,https://airportaccidents.com/jonesboro-municipal/
Lynchburg Regional Airport,Lynchburg,Virginia,VA,KLYH,LYH,non_hub,lynchburg-regional,https://airportaccidents.com/lynchburg-regional/,https://airportaccidents.com/lynchburg-regional/
Charlottesville-Albemarle Airport,Charlottesville,Virginia,VA,KCHO,CHO,non_hub,charlottesville-albemarle,https://airportaccidents.com/charlottesville-albemarle/,https://airportaccidents.com/charlottesville-albemarle/
Shenandoah Valley Regional Airport,Weyers Cave,Virginia,VA,KSHD,SHD,non_hub,shenandoah-valley-regional,https://airportaccidents.com/shenandoah-valley-regional/,https://airportaccidents.com/shenandoah-valley-regional/
Salisbury Ocean City Regional Airport,Salisbury,Maryland,MD,KSBY,SBY,non_hub,salisbury-ocean-city-regional,https://airportaccidents.com/salisbury-ocean-city-regional/,https://airportaccidents.com/salisbury-ocean-city-regional/
Hagerstown Regional Airport,Hagerstown,Maryland,MD,KHGR,HGR,non_hub,hagerstown-regional,https://airportaccidents.com/hagerstown-regional/,https://airportaccidents.com/hagerstown-regional/
Trenton Mercer Airport,Trenton,New Jersey,NJ,KTTN,TTN,non_hub,trenton-mercer,https://airportaccidents.com/trenton-mercer/,https://airportaccidents.com/trenton-mercer/
Cape May Airport,Cape May,New Jersey,NJ,KWWD,WWD,non_hub,cape-may,https://airportaccidents.com/cape-may/,https://airportaccidents.com/cape-may/
Westchester County Airport,White Plains,New York,NY,KHPN,HPN,non_hub,westchester-county,https://airportaccidents.com/westchester-county/,https://airportaccidents.com/westchester-county/
Stewart International Airport,Newburgh,New York,NY,KSWF,SWF,non_hub,stewart-international,https://airportaccidents.com/stewart-international/,https://airportaccidents.com/stewart-international/
Ithaca Tompkins Regional Airport,Ithaca,New York,NY,KITH,ITH,non_hub,ithaca-tompkins-regional,https://airportaccidents.com/ithaca-tompkins-regional/,https://airportaccidents.com/ithaca-tompkins-regional/
Elmira Corning Regional Airport,Elmira,New York,NY,KELM,ELM,non_hub,elmira-corning-regional,https://airportaccidents.com/elmira-corning-regional/,https://airportaccidents.com/elmira-corning-regional/
Binghamton Airport,Binghamton,New York,NY,KBGM,BGM,non_hub,binghamton,https://airportaccidents.com/binghamton/,https://airportaccidents.com/binghamton/
Glens Falls Airport,Glens Falls,New York,NY,KGFL,GFL,non_hub,glens-falls,https://airportaccidents.com/glens-falls/,https://airportaccidents.com/glens-falls/
Ogdensburg International Airport,Ogdensburg,New York,NY,KOGS,OGS,non_hub,ogdensburg-international,https://airportaccidents.com/ogdensburg-international/,https://airportaccidents.com/ogdensburg-international/
Plattsburgh International Airport,Plattsburgh,New York,NY,KPBG,PBG,non_hub,plattsburgh-international,https://airportaccidents.com/plattsburgh-international/,https://airportaccidents.com/plattsburgh-international/
Watertown International Airport,Watertown,New York,NY,KART,ART,non_hub,watertown-international,https://airportaccidents.com/watertown-international/,https://airportaccidents.com/watertown-international/
Saranac Lake Adirondack Regional Airport,Saranac Lake,New York,NY,KSLK,SLK,non_hub,saranac-lake-adirondack-regional,https://airportaccidents.com/saranac-lake-adirondack-regional/,https://airportaccidents.com/saranac-lake-adirondack-regional/
Oneida County Airport,Utica,New York,NY,KUCA,UCA,non_hub,oneida-county,https://airportaccidents.com/oneida-county/,https://airportaccidents.com/oneida-county/
Harrisburg International Airport,Harrisburg,Pennsylvania,PA,KMDT,MDT,non_hub,harrisburg-international-pa,https://airportaccidents.com/harrisburg-international-pa/,https://airportaccidents.com/harrisburg-international-pa/
Erie International Airport,Erie,Pennsylvania,PA,KERI,ERI,non_hub,erie-international,https://airportaccidents.com/erie-international/,https://airportaccidents.com/erie-international/
Wilkes-Barre Scranton International Airport,Scranton,Pennsylvania,PA,KAVP,AVP,non_hub,wilkes-barre-scranton-international,https://airportaccidents.com/wilkes-barre-scranton-international/,https://airportaccidents.com/wilkes-barre-scranton-international/
Altoona-Blair County Airport,Altoona,Pennsylvania,PA,KAOO,AOO,non_hub,altoona-blair-county,https://airportaccidents.com/altoona-blair-county/,https://airportaccidents.com/altoona-blair-county/
University Park Airport,State College,Pennsylvania,PA,KUNV,SCE,non_hub,university-park,https://airportaccidents.com/university-park/,https://airportaccidents.com/university-park/
Johnstown-Cambria County Airport,Johnstown,Pennsylvania,PA,KJST,JST,non_hub,johnstown-cambria-county,https://airportaccidents.com/johnstown-cambria-county/,https://airportaccidents.com/johnstown-cambria-county/
DuBois Regional Airport,DuBois,Pennsylvania,PA,KDUJ,DUJ,non_hub,dubois-regional,https://airportaccidents.com/dubois-regional/,https://airportaccidents.com/dubois-regional/
Reading Regional Airport,Reading,Pennsylvania,PA,KRDG,RDG,non_hub,reading-regional,https://airportaccidents.com/reading-regional/,https://airportaccidents.com/reading-regional/
Worcester Regional Airport,Worcester,Massachusetts,MA,KORH,ORH,non_hub,worcester-regional,https://airportaccidents.com/worcester-regional/,https://airportaccidents.com/worcester-regional/
Cape Cod Gateway Airport,Hyannis,Massachusetts,MA,KHYA,HYA,non_hub,cape-cod-gateway,https://airportaccidents.com/cape-cod-gateway/,https://airportaccidents.com/cape-cod-gateway/
Martha's Vineyard Airport,Martha's Vineyard,Massachusetts,MA,KMVY,MVY,non_hub,marthas-vineyard,https://airportaccidents.com/marthas-vineyard/,https://airportaccidents.com/marthas-vineyard/
Nantucket Memorial Airport,Nantucket,Massachusetts,MA,KACK,ACK,non_hub,nantucket-memorial,https://airportaccidents.com/nantucket-memorial/,https://airportaccidents.com/nantucket-memorial/
New Bedford Regional Airport,New Bedford,Massachusetts,MA,KEWB,EWB,non_hub,new-bedford-regional,https://airportaccidents.com/new-bedford-regional/,https://airportaccidents.com/new-bedford-regional/
Groton-New London Airport,Groton,Connecticut,CT,KGON,GON,non_hub,groton-new-london,https://airportaccidents.com/groton-new-london/,https://airportaccidents.com/groton-new-london/
Tweed New Haven Airport,New Haven,Connecticut,CT,KHVN,HVN,non_hub,tweed-new-haven,https://airportaccidents.com/tweed-new-haven/,https://airportaccidents.com/tweed-new-haven/
Danbury Municipal Airport,Danbury,Connecticut,CT,KDXR,DXR,non_hub,danbury-municipal,https://airportaccidents.com/danbury-municipal/,https://airportaccidents.com/danbury-municipal/
Providence North Central State Airport,Smithfield,Rhode Island,RI,KSFZ,SFZ,non_hub,providence-north-central-state,https://airportaccidents.com/providence-north-central-state/,https://airportaccidents.com/providence-north-central-state/
Lebanon Municipal Airport,Lebanon,New Hampshire,NH,KLEB,LEB,non_hub,lebanon-municipal,https://airportaccidents.com/lebanon-municipal/,https://airportaccidents.com/lebanon-municipal/
Laconia Municipal Airport,Laconia,New Hampshire,NH,KLCI,LCI,non_hub,laconia-municipal,https://airportaccidents.com/laconia-municipal/,https://airportaccidents.com/laconia-municipal/
Bangor International Airport,Bangor,Maine,ME,KBGR,BGR,non_hub,bangor-international,https://airportaccidents.com/bangor-international/,https://airportaccidents.com/bangor-international/
Bar Harbor Airport,Bar Harbor,Maine,ME,KBHB,BHB,non_hub,bar-harbor,https://airportaccidents.com/bar-harbor/,https://airportaccidents.com/bar-harbor/
Presque Isle International Airport,Presque Isle,Maine,ME,KPQI,PQI,non_hub,presque-isle-international,https://airportaccidents.com/presque-isle-international/,https://airportaccidents.com/presque-isle-international/
Rutland Southern Vermont Regional Airport,Rutland,Vermont,VT,KRUT,RUT,non_hub,rutland-southern-vermont-regional,https://airportaccidents.com/rutland-southern-vermont-regional/,https://airportaccidents.com/rutland-southern-vermont-regional/
Toledo Express Airport,Toledo,Ohio,OH,KTOL,TOL,non_hub,toledo-express,https://airportaccidents.com/toledo-express/,https://airportaccidents.com/toledo-express/
Youngstown-Warren Regional Airport,Youngstown,Ohio,OH,KHZX,YNG,non_hub,youngstown-warren-regional,https://airportaccidents.com/youngstown-warren-regional/,https://airportaccidents.com/youngstown-warren-regional/
Zanesville Municipal Airport,Zanesville,Ohio,OH,KZZV,ZZV,non_hub,zanesville-municipal,https://airportaccidents.com/zanesville-municipal/,https://airportaccidents.com/zanesville-municipal/
Mansfield Lahm Regional Airport,Mansfield,Ohio,OH,KMFD,MFD,non_hub,mansfield-lahm-regional,https://airportaccidents.com/mansfield-lahm-regional/,https://airportaccidents.com/mansfield-lahm-regional/
Portage County Airport,Ravenna,Ohio,OH,KPOV,POV,non_hub,portage-county,https://airportaccidents.com/portage-county/,https://airportaccidents.com/portage-county/
Capital City Airport,Frankfort,Kentucky,KY,KFFT,FFT,non_hub,capital-city-frankfort,https://airportaccidents.com/capital-city-frankfort/,https://airportaccidents.com/capital-city-frankfort/
Owensboro-Daviess County Regional Airport,Owensboro,Kentucky,KY,KOWB,OWB,non_hub,owensboro-daviess-county-regional,https://airportaccidents.com/owensboro-daviess-county-regional/,https://airportaccidents.com/owensboro-daviess-county-regional/
Bowling Green Warren County Regional Airport,Bowling Green,Kentucky,KY,KBWG,BWG,non_hub,bowling-green-warren-county-regional,https://airportaccidents.com/bowling-green-warren-county-regional/,https://airportaccidents.com/bowling-green-warren-county-regional/
Decatur Airport,Decatur,Illinois,IL,KDEC,DEC,non_hub,decatur,https://airportaccidents.com/decatur/,https://airportaccidents.com/decatur/
Capital Airport Springfield,Springfield,Illinois,IL,KSPI,SPI,non_hub,capital-airport-springfield,https://airportaccidents.com/capital-airport-springfield/,https://airportaccidents.com/capital-airport-springfield/
Southern Illinois Airport,Carbondale,Illinois,IL,KMWA,MWA,non_hub,southern-illinois,https://airportaccidents.com/southern-illinois/,https://airportaccidents.com/southern-illinois/
Bloomington-Normal Airport,Bloomington,Illinois,IL,KBMI,BMI,non_hub,bloomington-normal,https://airportaccidents.com/bloomington-normal/,https://airportaccidents.com/bloomington-normal/
Joplin Regional Airport,Joplin,Missouri,MO,KJLN,JLN,non_hub,joplin-regional,https://airportaccidents.com/joplin-regional/,https://airportaccidents.com/joplin-regional/
Columbia Regional Airport,Columbia,Missouri,MO,KCOU,COU,non_hub,columbia-regional,https://airportaccidents.com/columbia-regional/,https://airportaccidents.com/columbia-regional/
Cape Girardeau Regional Airport,Cape Girardeau,Missouri,MO,KCGI,CGI,non_hub,cape-girardeau-regional,https://airportaccidents.com/cape-girardeau-regional/,https://airportaccidents.com/cape-girardeau-regional/
Kirksville Regional Airport,Kirksville,Missouri,MO,KIRK,IRK,non_hub,kirksville-regional,https://airportaccidents.com/kirksville-regional/,https://airportaccidents.com/kirksville-regional/
Fort Wayne Baer Field Airport,Fort Wayne,Indiana,IN,KFWA,FWA,non_hub,fort-wayne-baer-field,https://airportaccidents.com/fort-wayne-baer-field/,https://airportaccidents.com/fort-wayne-baer-field/
Terre Haute Regional Airport,Terre Haute,Indiana,IN,KHUF,HUF,non_hub,terre-haute-regional,https://airportaccidents.com/terre-haute-regional/,https://airportaccidents.com/terre-haute-regional/
Muncie Delaware County Airport,Muncie,Indiana,IN,KMIE,MIE,non_hub,muncie-delaware-county,https://airportaccidents.com/muncie-delaware-county/,https://airportaccidents.com/muncie-delaware-county/
Grand Forks International Airport,Grand Forks,North Dakota,ND,KGFK,GFK,non_hub,grand-forks-international,https://airportaccidents.com/grand-forks-international/,https://airportaccidents.com/grand-forks-international/
Bismarck Airport,Bismarck,North Dakota,ND,KBIS,BIS,non_hub,bismarck,https://airportaccidents.com/bismarck/,https://airportaccidents.com/bismarck/
Minot International Airport,Minot,North Dakota,ND,KMOT,MOT,non_hub,minot-international,https://airportaccidents.com/minot-international/,https://airportaccidents.com/minot-international/
Williston Basin International Airport,Williston,North Dakota,ND,KXWA,XWA,non_hub,williston-basin-international,https://airportaccidents.com/williston-basin-international/,https://airportaccidents.com/williston-basin-international/
Lincoln Airport,Lincoln,Nebraska,NE,KLNK,LNK,non_hub,lincoln-airport,https://airportaccidents.com/lincoln-airport/,https://airportaccidents.com/lincoln-airport/
Kearney Regional Airport,Kearney,Nebraska,NE,KEAR,EAR,non_hub,kearney-regional,https://airportaccidents.com/kearney-regional/,https://airportaccidents.com/kearney-regional/
Norfolk Regional Airport,Norfolk,Nebraska,NE,KOFK,OFK,non_hub,norfolk-regional-ne,https://airportaccidents.com/norfolk-regional-ne/,https://airportaccidents.com/norfolk-regional-ne/
Manhattan Regional Airport,Manhattan,Kansas,KS,KMHK,MHK,non_hub,manhattan-regional,https://airportaccidents.com/manhattan-regional/,https://airportaccidents.com/manhattan-regional/
Salina Regional Airport,Salina,Kansas,KS,KSLN,SLN,non_hub,salina-regional,https://airportaccidents.com/salina-regional/,https://airportaccidents.com/salina-regional/
Garden City Regional Airport,Garden City,Kansas,KS,KGCK,GCK,non_hub,garden-city-regional,https://airportaccidents.com/garden-city-regional/,https://airportaccidents.com/garden-city-regional/
